Age,Gender,Location,Income,Savings,Existing Investments,Life Stage,Existing Policies,Website Activity Score,Past Claims,Recommended Policy Type,Coverage Amount,Premium Term,Interest in Add-on Benefits,Upselling Opportunity,Premium Amount
31,Male,Rural,49000,35000,98000,Married,2,78,1,Investment Plan,90000,20 Years,62,0,15000
41,Female,Urban,58000,22000,28000,Married,0,95,0,Health Insurance,90000,Whole Life,75,1,15000
34,Female,Urban,28000,22000,76000,Single,1,84,1,Life Insurance,90000,5 Years,77,1,15000
22,Female,Urban,30000,11000,75000,Single,1,95,0,Life Insurance,90000,20 Years,56,0,15000
57,Male,Urban,58000,60000,13000,Empty Nesters,1,48,1,Retirement Plan,90000,10 Years,80,0,15000
28,Female,Suburban,30000,6000,73000,Partnered,0,95,1,Life Insurance,90000,20 Years,56,1,15000
27,Male,Urban,64000,28000,83000,Single,0,85,0,Investment Plan,90000,Whole Life,53,1,15000
30,Male,Urban,49000,73000,61000,Married,2,80,1,Investment Plan,90000,Whole Life,75,1,15000
27,Female,Rural,34000,15000,87000,Single,1,95,0,Life Insurance,90000,20 Years,60,0,15000
30,Female,Rural,55000,23000,42000,Married,2,95,0,Health Insurance,90000,5 Years,80,1,15000
46,Female,Rural,45000,26000,39000,Empty Nesters,0,81,1,Health Insurance,90000,20 Years,65,0,15000
26,Female,Rural,59000,44000,95000,Married,1,95,0,Investment Plan,90000,Whole Life,68,0,15000
32,Female,Rural,74000,50000,46000,Single,1,67,0,Investment Plan,90000,5 Years,67,0,15000
32,Male,Suburban,52000,24000,57000,Partnered,0,95,1,Health Insurance,90000,5 Years,72,0,15000
62,Female,Rural,78000,35000,1000,Empty Nesters,2,37,0,Retirement Plan,90000,20 Years,82,0,15000
63,Female,Suburban,47000,34000,57000,Empty Nesters,2,70,1,Retirement Plan,90000,10 Years,77,1,15000
49,Female,Suburban,44000,35000,88000,Parents,0,79,1,Health Insurance,90000,Whole Life,71,1,15000
39,Female,Rural,40000,31000,20000,Partnered,2,95,0,Health Insurance,90000,20 Years,91,0,15000
68,Female,Urban,55000,29000,86000,Empty Nesters,0,41,0,Retirement Plan,90000,Whole Life,81,1,15000
33,Female,Urban,67000,59000,58000,Single,2,95,0,Investment Plan,90000,Whole Life,81,1,15000
30,Female,Suburban,22000,15000,24000,Married,2,95,0,Life Insurance,90000,5 Years,87,0,15000
66,Male,Rural,70000,55000,49000,Empty Nesters,1,73,1,Retirement Plan,90000,10 Years,91,1,15000
45,Female,Rural,41000,18000,57000,Married,0,81,1,Health Insurance,90000,10 Years,78,0,15000
46,Male,Rural,48000,23000,31000,Married,1,83,0,Health Insurance,90000,10 Years,86,1,15000
29,Female,Suburban,45000,23000,84000,Married,0,86,1,Life Insurance,90000,20 Years,72,1,15000
56,Male,Urban,58000,40000,88000,Empty Nesters,2,67,1,Retirement Plan,90000,20 Years,79,1,15000
51,Female,Urban,69000,53000,7000,Parents,1,66,0,Retirement Plan,90000,10 Years,73,0,15000
46,Female,Rural,37000,23000,67000,Married,2,72,0,Health Insurance,90000,Whole Life,52,1,15000
57,Male,Suburban,43000,42000,85000,Empty Nesters,0,76,1,Retirement Plan,90000,5 Years,79,0,15000
66,Female,Urban,79000,48000,61000,Empty Nesters,1,10,0,Retirement Plan,90000,Whole Life,68,0,15000
34,Male,Urban,59000,49000,50000,Married,0,95,0,Investment Plan,90000,20 Years,45,1,15000
33,Female,Urban,105000,55000,26000,Partnered,2,89,0,Investment Plan,90000,Whole Life,59,1,15000
20,Female,Rural,22000,13000,88000,Single,0,95,0,Life Insurance,90000,5 Years,75,1,15000
20,Female,Suburban,19000,8000,98000,Single,2,95,1,Life Insurance,90000,Whole Life,53,0,15000
67,Female,Rural,61000,50000,65000,Empty Nesters,1,47,1,Retirement Plan,90000,10 Years,75,1,15000
57,Male,Rural,61000,61000,36000,Parents,2,51,0,Retirement Plan,90000,10 Years,93,1,15000
33,Male,Rural,91000,53000,91000,Single,1,95,0,Investment Plan,90000,10 Years,68,0,15000
56,Male,Rural,68000,51000,87000,Parents,1,80,1,Retirement Plan,90000,5 Years,79,0,15000
32,Female,Rural,82000,57000,74000,Partnered,2,95,0,Investment Plan,90000,5 Years,61,0,15000
29,Male,Urban,26000,6000,12000,Married,0,95,0,Life Insurance,90000,Whole Life,77,0,15000
60,Female,Urban,61000,41000,87000,Parents,1,51,1,Retirement Plan,90000,5 Years,94,0,15000
31,Male,Suburban,39000,23000,11000,Partnered,0,71,0,Health Insurance,90000,20 Years,58,0,15000
65,Female,Rural,78000,35000,72000,Empty Nesters,0,68,1,Retirement Plan,90000,Whole Life,95,1,15000
34,Female,Rural,45000,29000,23000,Married,1,95,0,Health Insurance,90000,20 Years,80,0,15000
35,Female,Suburban,69000,62000,70000,Married,0,95,1,Investment Plan,90000,Whole Life,83,0,15000
51,Male,Suburban,81000,45000,83000,Empty Nesters,1,61,1,Retirement Plan,90000,5 Years,75,0,15000
32,Female,Urban,37000,29000,35000,Single,2,80,0,Health Insurance,90000,5 Years,62,1,15000
67,Female,Urban,66000,72000,5000,Empty Nesters,1,43,1,Retirement Plan,90000,5 Years,85,0,15000
30,Female,Urban,42000,32000,65000,Married,1,82,0,Investment Plan,90000,Whole Life,66,1,15000
41,Male,Rural,81000,48000,80000,Parents,2,56,0,Investment Plan,90000,10 Years,65,0,15000
32,Male,Suburban,24000,17000,57000,Married,0,95,1,Life Insurance,90000,20 Years,70,1,15000
48,Male,Urban,47000,21000,4000,Married,2,65,1,Health Insurance,90000,Whole Life,79,1,15000
46,Male,Urban,57000,34000,44000,Empty Nesters,1,95,0,Health Insurance,90000,Whole Life,70,0,15000
37,Male,Suburban,39000,29000,64000,Married,2,93,1,Health Insurance,90000,20 Years,73,1,15000
42,Female,Urban,36000,18000,47000,Parents,0,80,0,Health Insurance,90000,10 Years,59,1,15000
31,Male,Urban,26000,23000,1000,Partnered,1,95,0,Life Insurance,90000,Whole Life,53,0,15000
44,Female,Urban,38000,35000,22000,Parents,0,95,1,Health Insurance,90000,5 Years,68,1,15000
64,Male,Urban,68000,68000,50000,Empty Nesters,0,28,0,Retirement Plan,90000,20 Years,91,1,15000
32,Male,Rural,61000,55000,4000,Married,0,95,0,Investment Plan,90000,10 Years,73,0,15000
35,Female,Suburban,55000,56000,58000,Single,0,95,1,Investment Plan,90000,Whole Life,62,1,15000
27,Female,Rural,41000,18000,69000,Married,1,95,1,Life Insurance,90000,5 Years,70,0,15000
24,Female,Suburban,31000,18000,58000,Single,1,95,0,Life Insurance,90000,10 Years,53,0,15000
21,Male,Suburban,38000,9000,27000,Single,0,95,0,Life Insurance,90000,20 Years,66,0,15000
40,Female,Rural,65000,56000,82000,Married,1,60,1,Investment Plan,90000,10 Years,62,0,15000
26,Female,Urban,68000,37000,63000,Married,1,95,0,Investment Plan,90000,Whole Life,65,0,15000
66,Male,Urban,62000,45000,57000,Empty Nesters,1,54,1,Retirement Plan,90000,5 Years,74,0,15000
39,Female,Rural,52000,22000,74000,Single,1,95,0,Health Insurance,90000,20 Years,59,1,15000
69,Female,Rural,61000,64000,43000,Empty Nesters,0,44,1,Retirement Plan,90000,20 Years,88,1,15000
61,Female,Rural,84000,44000,77000,Empty Nesters,0,44,1,Retirement Plan,90000,Whole Life,80,0,15000
30,Male,Rural,72000,59000,60000,Married,0,79,0,Investment Plan,90000,20 Years,56,1,15000
31,Female,Suburban,46000,26000,38000,Married,2,95,1,Health Insurance,90000,Whole Life,73,0,15000
36,Female,Suburban,81000,53000,64000,Partnered,2,95,1,Investment Plan,90000,20 Years,80,1,15000
25,Male,Suburban,67000,63000,48000,Single,2,95,0,Investment Plan,90000,10 Years,52,0,15000
31,Female,Rural,78000,53000,75000,Partnered,1,95,1,Investment Plan,90000,10 Years,71,0,15000
58,Male,Rural,56000,60000,94000,Empty Nesters,0,82,1,Retirement Plan,90000,20 Years,72,0,15000
28,Male,Urban,45000,7000,80000,Married,0,95,0,Life Insurance,90000,20 Years,62,0,15000
28,Male,Rural,76000,66000,26000,Single,1,90,1,Investment Plan,90000,10 Years,65,1,15000
60,Male,Rural,75000,44000,18000,Parents,1,41,1,Retirement Plan,90000,5 Years,81,1,15000
59,Male,Suburban,82000,32000,60000,Empty Nesters,1,59,0,Retirement Plan,90000,20 Years,80,0,15000
27,Male,Suburban,74000,80000,37000,Single,1,95,1,Investment Plan,90000,20 Years,54,0,15000
53,Female,Urban,72000,52000,29000,Married,2,76,1,Retirement Plan,90000,5 Years,83,1,15000
37,Male,Rural,45000,31000,9000,Partnered,2,91,0,Health Insurance,90000,20 Years,83,0,15000
49,Male,Suburban,42000,34000,83000,Married,2,77,1,Health Insurance,90000,10 Years,86,0,15000
57,Male,Suburban,45000,48000,30000,Married,0,48,0,Retirement Plan,90000,5 Years,70,1,15000
42,Female,Rural,37000,21000,75000,Married,1,95,1,Health Insurance,90000,20 Years,75,0,15000
30,Female,Urban,30000,11000,53000,Married,2,95,0,Life Insurance,90000,5 Years,55,0,15000
59,Female,Suburban,83000,37000,85000,Empty Nesters,2,44,1,Retirement Plan,90000,10 Years,66,0,15000
23,Male,Urban,22000,19000,90000,Single,0,95,0,Life Insurance,90000,5 Years,72,1,15000
42,Male,Urban,68000,42000,58000,Married,1,56,1,Investment Plan,90000,5 Years,63,1,15000
21,Male,Rural,37000,18000,21000,Single,0,95,1,Life Insurance,90000,10 Years,62,1,15000
47,Female,Suburban,42000,20000,45000,Empty Nesters,1,53,1,Health Insurance,90000,20 Years,70,1,15000
60,Male,Suburban,63000,47000,24000,Empty Nesters,1,59,1,Retirement Plan,90000,5 Years,71,0,15000
65,Male,Urban,53000,41000,14000,Empty Nesters,2,50,1,Retirement Plan,90000,10 Years,75,1,15000
35,Male,Rural,39000,20000,97000,Married,0,95,1,Health Insurance,90000,5 Years,72,0,15000
23,Female,Suburban,32000,15000,65000,Single,2,95,1,Life Insurance,90000,Whole Life,72,0,15000
29,Female,Rural,76000,68000,98000,Partnered,1,94,0,Investment Plan,90000,10 Years,69,1,15000
32,Female,Urban,67000,42000,26000,Single,0,95,0,Investment Plan,90000,Whole Life,63,0,15000
29,Female,Suburban,19000,9000,69000,Married,1,91,1,Life Insurance,90000,Whole Life,77,1,15000
69,Female,Rural,55000,35000,77000,Empty Nesters,2,13,0,Retirement Plan,90000,10 Years,94,0,15000
67,Male,Urban,67000,37000,83000,Empty Nesters,1,26,1,Retirement Plan,90000,10 Years,90,1,15000
37,Male,Urban,70000,73000,28000,Married,0,95,1,Investment Plan,90000,Whole Life,59,1,15000
58,Male,Urban,86000,29000,15000,Empty Nesters,2,30,1,Retirement Plan,90000,Whole Life,71,1,15000
68,Female,Urban,58000,31000,13000,Empty Nesters,2,38,0,Retirement Plan,90000,5 Years,95,0,15000
33,Female,Rural,15000,18000,61000,Partnered,0,95,1,Life Insurance,90000,Whole Life,50,0,15000
43,Male,Suburban,47000,34000,11000,Married,2,87,0,Health Insurance,90000,5 Years,75,1,15000
33,Female,Urban,54000,38000,18000,Partnered,0,86,0,Health Insurance,90000,10 Years,66,1,15000
23,Female,Urban,36000,11000,35000,Single,1,95,0,Life Insurance,90000,Whole Life,70,1,15000
30,Male,Suburban,51000,60000,9000,Single,1,95,1,Investment Plan,90000,10 Years,62,0,15000
43,Female,Rural,93000,56000,33000,Married,0,76,0,Investment Plan,90000,20 Years,82,1,15000
42,Female,Urban,103000,47000,63000,Empty Nesters,0,93,1,Investment Plan,90000,10 Years,68,0,15000
25,Female,Urban,35000,11000,21000,Single,0,95,0,Life Insurance,90000,5 Years,52,1,15000
34,Female,Urban,42000,45000,74000,Partnered,1,60,1,Investment Plan,90000,5 Years,64,0,15000
23,Male,Suburban,38000,10000,89000,Single,0,95,0,Life Insurance,90000,Whole Life,66,1,15000
41,Male,Suburban,56000,58000,90000,Empty Nesters,2,95,0,Investment Plan,90000,20 Years,69,1,15000
56,Male,Suburban,46000,48000,95000,Parents,0,52,1,Retirement Plan,90000,20 Years,66,0,15000
25,Male,Rural,27000,8000,65000,Single,0,95,0,Life Insurance,90000,5 Years,69,0,15000
32,Female,Suburban,48000,13000,39000,Single,1,95,0,Health Insurance,90000,10 Years,62,0,15000
30,Male,Urban,53000,35000,56000,Married,0,95,1,Health Insurance,90000,Whole Life,84,0,15000
50,Male,Urban,75000,46000,26000,Married,1,37,0,Retirement Plan,90000,10 Years,85,0,15000
40,Male,Urban,41000,40000,96000,Single,2,73,1,Health Insurance,90000,Whole Life,70,1,15000
38,Female,Rural,77000,62000,86000,Single,0,61,1,Investment Plan,90000,5 Years,73,1,15000
35,Female,Rural,101000,44000,30000,Partnered,0,83,1,Investment Plan,90000,Whole Life,82,1,15000
30,Female,Urban,64000,24000,84000,Partnered,2,95,1,Health Insurance,90000,5 Years,64,0,15000
44,Female,Suburban,57000,66000,51000,Married,2,86,1,Investment Plan,90000,10 Years,85,1,15000
23,Female,Rural,37000,11000,68000,Single,1,90,0,Life Insurance,90000,10 Years,62,1,15000
25,Female,Suburban,27000,4000,76000,Single,1,95,0,Life Insurance,90000,Whole Life,79,0,15000
41,Male,Urban,90000,56000,4000,Empty Nesters,0,94,0,Investment Plan,90000,5 Years,84,0,15000
59,Male,Rural,74000,61000,84000,Parents,2,48,1,Retirement Plan,90000,10 Years,76,1,15000
36,Female,Rural,107000,72000,25000,Single,1,95,1,Investment Plan,90000,5 Years,78,1,15000
25,Female,Rural,25000,8000,84000,Single,0,95,0,Life Insurance,90000,Whole Life,52,1,15000
48,Female,Rural,54000,40000,90000,Empty Nesters,0,75,1,Health Insurance,90000,10 Years,68,0,15000
42,Male,Suburban,45000,19000,1000,Parents,0,92,1,Health Insurance,90000,Whole Life,62,1,15000
63,Male,Rural,55000,41000,51000,Empty Nesters,0,75,1,Retirement Plan,90000,20 Years,81,1,15000
47,Male,Urban,57000,20000,61000,Married,2,95,0,Health Insurance,90000,10 Years,87,1,15000
33,Female,Rural,59000,57000,2000,Single,0,80,0,Investment Plan,90000,Whole Life,47,1,15000
30,Female,Suburban,39000,22000,80000,Partnered,2,95,1,Health Insurance,90000,Whole Life,58,1,15000
27,Female,Suburban,42000,58000,79000,Single,1,95,1,Investment Plan,90000,20 Years,55,0,15000
20,Female,Urban,36000,18000,53000,Single,0,95,0,Life Insurance,90000,20 Years,67,0,15000
51,Male,Rural,78000,46000,85000,Married,1,95,1,Retirement Plan,90000,5 Years,74,1,15000
35,Female,Suburban,61000,70000,60000,Single,1,95,0,Investment Plan,90000,Whole Life,80,0,15000
42,Female,Urban,43000,20000,19000,Married,2,95,0,Health Insurance,90000,20 Years,60,1,15000
35,Female,Suburban,38000,18000,86000,Single,0,95,1,Health Insurance,90000,5 Years,70,0,15000
37,Male,Rural,66000,56000,9000,Single,0,73,1,Investment Plan,90000,Whole Life,60,1,15000
27,Female,Rural,28000,13000,30000,Partnered,0,95,1,Life Insurance,90000,10 Years,69,0,15000
54,Male,Rural,62000,71000,19000,Married,2,52,0,Retirement Plan,90000,5 Years,66,1,15000
32,Female,Rural,22000,9000,34000,Partnered,1,92,0,Life Insurance,90000,10 Years,74,0,15000
22,Female,Suburban,45000,15000,51000,Single,2,95,1,Life Insurance,90000,Whole Life,66,1,15000
43,Male,Suburban,54000,28000,69000,Empty Nesters,1,69,1,Health Insurance,90000,5 Years,58,1,15000
48,Male,Urban,44000,16000,45000,Parents,2,52,1,Health Insurance,90000,10 Years,68,0,15000
34,Female,Urban,24000,12000,30000,Single,0,70,1,Life Insurance,90000,20 Years,48,1,15000
22,Female,Rural,28000,17000,44000,Single,0,72,0,Life Insurance,90000,10 Years,61,1,15000
30,Female,Urban,46000,36000,58000,Married,2,95,1,Health Insurance,90000,10 Years,56,1,15000
36,Male,Rural,51000,8000,33000,Partnered,0,95,0,Health Insurance,90000,5 Years,71,1,15000
30,Female,Suburban,43000,19000,80000,Single,1,95,1,Life Insurance,90000,5 Years,82,0,15000
30,Female,Rural,34000,28000,51000,Partnered,1,95,0,Health Insurance,90000,Whole Life,79,0,15000
43,Male,Rural,67000,44000,47000,Parents,0,76,0,Investment Plan,90000,20 Years,80,0,15000
57,Female,Urban,62000,51000,20000,Empty Nesters,0,71,0,Retirement Plan,90000,20 Years,49,0,15000
39,Female,Suburban,64000,47000,85000,Partnered,1,77,1,Investment Plan,90000,Whole Life,67,0,15000
28,Male,Urban,77000,50000,82000,Single,2,95,1,Investment Plan,90000,5 Years,59,1,15000
46,Female,Urban,52000,38000,18000,Married,0,95,1,Health Insurance,90000,20 Years,77,0,15000
37,Female,Rural,87000,74000,83000,Married,2,95,1,Investment Plan,90000,10 Years,83,1,15000
32,Female,Urban,20000,12000,50000,Married,1,95,0,Life Insurance,90000,5 Years,68,1,15000
52,Female,Rural,76000,44000,39000,Parents,0,51,1,Retirement Plan,90000,20 Years,79,1,15000
34,Male,Urban,52000,77000,26000,Partnered,2,95,1,Investment Plan,90000,Whole Life,54,1,15000
51,Male,Suburban,56000,48000,95000,Parents,2,95,0,Retirement Plan,90000,10 Years,89,0,15000
42,Female,Urban,45000,27000,60000,Empty Nesters,0,95,1,Investment Plan,90000,20 Years,60,1,15000
34,Female,Urban,35000,13000,35000,Married,0,78,1,Life Insurance,90000,20 Years,74,1,15000
53,Male,Rural,86000,46000,50000,Married,2,76,1,Retirement Plan,90000,5 Years,84,0,15000
55,Male,Urban,67000,26000,30000,Parents,0,55,0,Retirement Plan,90000,20 Years,76,1,15000
55,Female,Rural,62000,44000,24000,Parents,1,43,0,Retirement Plan,90000,10 Years,89,1,15000
38,Female,Rural,95000,54000,95000,Married,0,93,0,Investment Plan,90000,Whole Life,72,0,15000
30,Male,Suburban,50000,13000,5000,Married,0,95,1,Life Insurance,90000,20 Years,64,1,15000
40,Female,Urban,57000,36000,90000,Partnered,0,94,1,Health Insurance,90000,Whole Life,83,0,15000
33,Female,Urban,46000,39000,55000,Married,0,95,0,Health Insurance,90000,5 Years,76,1,15000
33,Female,Rural,54000,23000,4000,Single,1,95,1,Health Insurance,90000,5 Years,55,0,15000
40,Male,Urban,75000,63000,29000,Partnered,2,95,1,Investment Plan,90000,Whole Life,83,1,15000
24,Male,Rural,30000,10000,30000,Single,0,95,1,Life Insurance,90000,5 Years,61,1,15000
43,Female,Suburban,56000,20000,16000,Parents,2,83,1,Health Insurance,90000,10 Years,78,0,15000
58,Male,Rural,61000,60000,41000,Empty Nesters,1,64,1,Retirement Plan,90000,Whole Life,68,0,15000
33,Male,Rural,45000,21000,37000,Partnered,1,95,1,Health Insurance,90000,10 Years,71,1,15000
33,Male,Suburban,48000,12000,89000,Partnered,1,95,1,Life Insurance,90000,Whole Life,69,0,15000
31,Female,Suburban,29000,20000,5000,Partnered,1,95,0,Life Insurance,90000,20 Years,81,1,15000
27,Female,Urban,30000,13000,33000,Partnered,1,95,0,Life Insurance,90000,Whole Life,70,1,15000
45,Male,Rural,48000,29000,22000,Married,2,64,0,Health Insurance,90000,5 Years,82,1,15000
58,Male,Urban,82000,54000,30000,Empty Nesters,2,50,0,Retirement Plan,90000,Whole Life,77,0,15000
61,Male,Rural,71000,58000,26000,Empty Nesters,2,75,0,Retirement Plan,90000,5 Years,83,0,15000
31,Female,Rural,61000,31000,7000,Married,1,95,1,Investment Plan,90000,5 Years,40,0,15000
34,Male,Rural,46000,29000,34000,Partnered,0,86,1,Health Insurance,90000,Whole Life,63,0,15000
26,Female,Urban,39000,6000,64000,Married,0,95,0,Life Insurance,90000,20 Years,78,0,15000
34,Male,Suburban,51000,48000,96000,Partnered,1,91,1,Health Insurance,90000,Whole Life,77,0,15000
34,Female,Suburban,53000,58000,87000,Married,0,85,0,Investment Plan,90000,20 Years,56,0,15000
47,Female,Suburban,41000,24000,58000,Parents,2,77,1,Health Insurance,90000,5 Years,63,1,15000
58,Female,Urban,59000,48000,5000,Empty Nesters,0,57,0,Retirement Plan,90000,Whole Life,95,1,15000
36,Female,Rural,74000,51000,80000,Partnered,1,95,0,Investment Plan,90000,20 Years,60,1,15000
32,Female,Urban,83000,55000,12000,Partnered,1,93,1,Investment Plan,90000,20 Years,76,1,15000
31,Female,Rural,91000,43000,67000,Partnered,2,79,0,Investment Plan,90000,5 Years,68,0,15000
33,Female,Urban,40000,12000,35000,Partnered,0,95,0,Life Insurance,90000,10 Years,86,1,15000
35,Female,Suburban,56000,27000,24000,Married,2,95,1,Health Insurance,90000,20 Years,90,0,15000
34,Female,Rural,35000,12000,6000,Partnered,1,91,1,Life Insurance,90000,Whole Life,61,0,15000
66,Female,Rural,64000,35000,59000,Empty Nesters,0,31,0,Retirement Plan,90000,20 Years,75,1,15000
37,Male,Rural,56000,45000,82000,Partnered,2,88,1,Investment Plan,90000,20 Years,77,0,15000
66,Female,Urban,52000,61000,44000,Empty Nesters,1,75,0,Retirement Plan,90000,20 Years,68,0,15000
56,Female,Suburban,73000,42000,34000,Married,1,52,1,Retirement Plan,90000,20 Years,66,1,15000
27,Male,Rural,38000,8000,22000,Single,2,95,1,Life Insurance,90000,20 Years,54,0,15000
25,Female,Rural,76000,57000,3000,Single,2,95,0,Investment Plan,90000,10 Years,69,0,15000
44,Male,Urban,54000,34000,33000,Married,1,92,0,Health Insurance,90000,Whole Life,87,1,15000
34,Male,Urban,77000,49000,77000,Married,0,95,0,Investment Plan,90000,20 Years,52,0,15000
37,Female,Suburban,40000,14000,23000,Partnered,2,95,0,Health Insurance,90000,10 Years,69,0,15000
22,Male,Rural,33000,12000,50000,Single,1,95,0,Life Insurance,90000,20 Years,62,0,15000
41,Female,Suburban,55000,64000,77000,Empty Nesters,1,70,1,Investment Plan,90000,10 Years,80,0,15000
30,Male,Rural,37000,13000,14000,Partnered,1,90,1,Life Insurance,90000,10 Years,73,1,15000
38,Female,Rural,95000,37000,60000,Partnered,1,88,0,Investment Plan,90000,5 Years,71,0,15000
41,Male,Urban,48000,30000,39000,Married,2,67,1,Health Insurance,90000,10 Years,73,1,15000
43,Female,Rural,47000,1000,17000,Empty Nesters,1,60,0,Health Insurance,90000,20 Years,80,0,15000
22,Female,Suburban,25000,7000,9000,Single,0,95,1,Life Insurance,90000,10 Years,78,1,15000
26,Male,Rural,94000,57000,94000,Partnered,2,95,1,Investment Plan,90000,10 Years,59,1,15000
26,Male,Urban,67000,76000,58000,Married,0,95,1,Investment Plan,90000,Whole Life,67,0,15000
